story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
7dc38e77-a406-4933-a6a3-ac421b08cbf7-1,Ron left it on the porch of the house.,no,A,"Ron found a seashell on the beach. Ron left it on the porch of the house. The next day, someone grabbed it from him and ran away.",Ron did not show anyone the seashell.,Yes,No,Explanation A
6ed793f7-b357-414a-a813-6cb9d40206c4-1,"Unfortunately, it broke and she wanted to return it.",No,A,Helena was happy to get the toy she had begged for.,Helena was not satisfied with the exchange because she had begged for the toy for weeks.,Yes,No,Explanation B
1ae618b6-7e17-4bab-ad78-a5bc0903df59-1,"He never learned how to change a tire, but discovered it wasn't too hard.",no,A,Ted is nervous about changing a tire on his car because he has never done it before.,Ted is nervous about changing a tire on his car because he never learned how to change a tire.,Yes,Yes,Explanation A
dd4432d1-caab-44ad-b2b6-ab85e0c057d9-1,Kelly was nervous about making enemies.,no,A,The girls were nice to Kelly because she was a new student at school.,Kelly was nervous about making enemies but the girls were actually nice.,Yes,Yes,Explanation B
c8435a07-314f-465b-85ed-3e3bb05f50eb-1,Betty was exited to find a perfectly round sand dollar.,no,B,The sand dollar was not perfectly round.,Betty took her new keepsake home to show her mother.,No,Yes,Explanation B
62587ab6-394e-4fa0-bfd2-104c361d200e-1,Tammy and her brother had an awful time.,no,A,They would not be able to walk home after taking a nap.,They had an awful time at the park.,No,No,Explanation A
77f37921-693b-4cb2-bcc8-8c6b8a2757f3-1,I searched for them everywhere.,No,B,I woke up for work and couldn't find my shoes. I searched for them everywhere. On the couch cushion I found my shoes and was able to go to work.,"I looked everywhere, to no avail, but I found my shoes on the couch cushion.",Yes,Yes,Explanation A
1d16e0ec-5b9a-4352-b0e5-71ff02b9880e-1,Danny's wife grew up with cats because she feared dogs.,no,A,"Danny and his wife picked a cat that they both liked, even though they both loved dogs.",Danny's wife grew up with cats because she feared dogs.,Yes,Yes,Explanation B
33633fff-980d-42fd-945f-7c557186e2f8-1,"Mike looked up information, not realizing some was wrong.",no,B,"Mike looked up information, not realizing some was wrong. His teacher wrote that Wikipedia is a bad source.",Wikipedia is a good source for guitars.,Yes,No,Explanation A
83cc928c-b473-4934-9b84-1e3f7346bed8-1,Jill found a purse she loved.,yes,B,Jill found a purse she loved at a thrift store.,"Jill hated the purse, so she couldn't have bought it for a bargain.",Yes,No,Explanation A
d76006eb-9467-460e-9f2d-4d954f68cff2-1,Harry bought a cap for Peter for a surprise birthday gift.,yes,A,Harry bought a cap for Peter for a surprise birthday gift.,Peter stole Harry's cap but told Harry a dog ran away with it.,Yes,Yes,Explanation B
f982ae74-c3d1-41f6-a173-7c3ddec21104-1,Janie broke her leg and couldn't dance.,no,A,Janie couldn't dance because she broke her leg.,Janie was happy because she took over the whole class.,Yes,No,Explanation B
3f56965b-ce1c-44d1-9468-45f85945b971-1,"While playing golf, Frank stepped in a hole and broke his nail.",yes,B,"The men played golf every Sunday morning. While playing golf, Frank stepped in a hole and broke his nail. It was a costly game for Frank this week.",Frank paid for his friends golf cost every week.,Yes,Yes,Explanation A
0239ea56-7067-4605-8a93-419783a789c0-1,Once I wanted an American Girl cowgirl doll.,yes,A,When I was baby dolls were one of my favorite toys. I wanted a doll that looked like the one I had when I was older. My dad went to look for it but it was gone and I was super sad.,I was sad because I wanted an American Girl cowgirl doll and it was gone.,Yes,Yes,Explanation B
2c9f2267-ec1b-436d-af2a-10d2fd2302d2-1,It was very successful and lots of vegetables resulted.,no,A,The farmer gave vegetables to his family and the town.,The farmer planted a large garden for the town. It was very successful and lots of vegetables resulted. The town always looks forward to the yearly garden.,Yes,Yes,Explanation B
f2c2ff3d-b53b-48a5-a22e-d8ebaa8a013a-1,Sally's best medium was marker.,no,B,Sally's best medium was marker but she is not famous for marker paintings.,Sally is not famous for marker paintings.,No,Yes,Explanation B
e5dd1c8c-b993-40da-9451-42496967f186-1,John never practiced.,no,A,John was not a pro baseball player. He was a McDonald's worker.,John never practiced so he couldn't become a pro baseball player.,No,Yes,Explanation A
1d24ef2a-98eb-4797-9e52-ebf7a4d15df4-1,Mitch's friend wrote on the book before gifting it.,no,A,Mitch's friend gave him a history book for his birthday.,The friend hoped that Mitch liked the book.,Yes,Yes,Explanation B
565504d1-6088-4f15-a592-d7dded8412571,Barry decided to go bowl.,yes,B,Barry decided to go bowl but he was not delighted with the new alley.,Barry's friends suggested they try a new skydiving center that night.,Yes,Yes,Explanation A
f612d4c0-335a-4ae4-8c44-9d9591661dfb-1,Kali met with some people.,yes,A,Kali was not turned off by the people she met.,Kali danced and did her best in the music video.,Yes,Yes,Explanation B
a5cb9952-605f-40db-a67c-c5120f3ee948-1,There was time for a two mile run before class.,no,A,It was high time to get started working out. So I decided to start first thing tomorrow morning. It felt great to get a workout in!,It was high time to get started working out. There was time for a two mile run before class. It felt great to get a workout in!,Yes,Yes,Explanation B
71fc7ec4-04b0-4c11-915b-93d6aa866186-1,I decided to clean it.,No one would clean a yard that was already clean.,A,"The yard was becoming very sloppy, so I decided to clean it.",The yard looked much better after I picked the weeds.,Yes,Yes,Explanation B
2ef42f27-39bf-40d8-8636-108de35831031,My father who I love loved for me to go to games with him.,No,A,I can't hate watching baseball if I love playing it.,I love to play baseball but I hate watching baseball. Grandfather demanded I watch with him in the hospice. I wish he would pass away already.,Yes,Yes,Explanation B
1048609e-3912-424e-ac74-3b4caec4a2cb-1,The jones had an enjoyable day.,yes,A,The Jones were looking forward to getting away. The jones had an enjoyable day. Finally as the sun went down they packed up and headed home.,The Jones went to a horrible town and they were looking forward to getting away.,Yes,No,Explanation A
5869fbe2-b5ab-4dae-af9f-e40b03816276-1,Cleo took classes at night to learn to read.,yes,A,"Cleo couldn't read, but she wanted to learn. Cleo asked her parents to sign her up for school. And finally one week, she read a whole story aloud to her club!","Cleo couldn't read, but she wanted to learn. Cleo took classes at night to learn to read. And finally one week, she read a whole story aloud to her club!",Yes,Yes,Explanation B
df657317-604f-48f7-abd6-94b2d3343f78-1,I wanted to make homemade cheese.,yes,B,I wanted to make cheese. I then filtered the cheese curds out of the milk.,I did not need help with the recipe to make cheese.,Yes,No,Explanation A
0ea89e83-ca2d-48da-abca-245027c6812c1,Matty found fleas and flea bites on them and gave them a topical flea treatment.,No,B,Matty's cats were healed after he gave them a topical flea treatment.,The circus is not a place to get medicine for cats.,Yes,No,Explanation A
1ac972de-c238-4aff-a516-9f0a4afc0b23-1,The jones lost their boat this summer.,no,B,The Jones family can't go to the lake every summer if they lost their boat this summer.,The Jones family is not upset about their boat every summer.,Yes,No,Explanation A
715cab6a-0f9b-452e-9e76-f09e2de3fb11-1,My friends and I jumped into the river at midnight.,yes,B,The water was cold but we enjoyed ourselves.,The water was cold but we enjoyed ourselves because we went swimming in a heated pool.,Yes,Yes,Explanation A
274adecf-9505-4827-bacc-1e265433d8f1-1,Stray dogs wondered in the yard and attached Gretchen.,no,A,Kids are not dogs. Kids are not animals.,Stray dogs are not usually attached to people.,Yes,Yes,Explanation B
b6d81d61-4ebf-434c-90ea-43a05b3bab6e-1,I turned on the light so I will not trip over a chair on the way to the bathroom.,No,A,I learned that I should always turn on the lights at night.,I should have turned on the lights before I tripped over a shoe.,Yes,Yes,Explanation A
1d4880ad-8571-448a-8754-f35c20b0b992-1,Ed's horse was in the barn.,yes,A,"Ed was happy to find his horse in the field, playing.",Ed's horse was in the barn and he was happy to find her in the field.,Yes,No,Explanation A
58277b50-3382-4021-bd81-861de682935f-1,Pippa and George rolled around in the mud with their clothes on.,no,B,They were covered in mud from head to toe by the time they went in.,They would not be covered in mud if they carefully avoided the puddles.,No,Yes,Explanation A
da5ec41e-4fd5-4a1c-b2ad-67fd6c8b11651,Joy is very excited but also very nervous.,No,B,"Joy faints because she is nervous, not excited.",Joy's pastor cannot deny her the position and ask her to sing at the same time.,No,No,Explanation A
2ba6a29f-c6cb-4be4-8958-3f76ccf6f08e2,They ate most of the pizza and i was still hungry.,No,B,I ate a hamburger because I was still hungry.,I could not have eaten a hamburger if I was sharing a pizza.,Yes,Yes,Explanation A
044aa8e7-d415-4285-981e-66c412c4e5c8-1,Tara ran away from home but returned that night.,no,A,The people who hugged her were glad she was okay.,They hugged her because she was okay and not because she slammed the door.,Yes,Yes,Explanation A
894d241f-394e-43d2-95ed-e7f01da28361-1,I asked Mary to come with me somewhere.,yes,A,The moon is not a place to go on a Gondola ride.,Mary was not asked to come with me somewhere.,No,No,Explanation A
12a391ef-74e3-43ad-b9f4-3a0b2c345505-1,The only color pen he had was red.,no,A,Jeff could not write ten checks if he decided to give to 0 charities.,Jeff had a red pen but he wrote ten checks with a blue pen.,No,No,Explanation A
aef8a3d9-ea8a-4659-a24a-471eb9bbfa26-1,Amy left for home before it was finished.,no,A,Amy was able to stay there and watch the whole show.,Amy could have watched the show at her friend's house.,Yes,Yes,Explanation B
3570e906-de24-44c0-9f6a-d9c48c61d3ec-1,I met a person and got married.,"No, I didn't date a single growing up. I met a person and got married.",B,I didn't date a single growing up. I met a person and got married. We've now been together for four Years and three months.,I didn't date a single growing up. He found no one to date. We've now been together for four Years and three months.,No,No,Explanation A
dec283f7-e03d-480e-9fde-47bfdab33cb3-1,Ira ate 63 chips from a single bag of jello.,no,B,Ira ate the small crumbs and counted them as chip number 64.,Ira was on a diet so he couldn't eat anything.,No,Yes,Explanation A
e088f8f4-0593-47fe-9f9c-0bdb2ef04d62-1,Jim was speeding when he was pulled over.,yes,A,"Jim was not one to follow the laws strictly. Jim was speeding when he was pulled over. The officer issued a citation to Jim, one that cost him thousands.",Jim was not one to follow the laws strictly.,Yes,Yes,Explanation A
0f277b11-2ac7-4769-b857-6055461ec5581,She stopped for lunch at a new place.,No,A,Diana cleans office buildings for a living. She stopped for lunch at a new place. She ate a huge lunch.,Diana cleans offices buildings for a living. Today the company Diana was cleaning for had free lunch. She ate a huge lunch.,Yes,Yes,Explanation B
57f0ad88-0dad-4cce-95da-30175ff0ba401,All of Bobby's friends attended.,yes,A,Bobby's friends were not all at the party.,Bobby's friends were not at the zoo.,Yes,No,Explanation A
c0b763f6-cab4-4f71-b327-809fdd16e20c-1,George saved three years for land and a house.,no,B,George had the money to buy a house and land.,George saved three days for land and a house but it took him three years to build it.,Yes,No,Explanation B
46fc0598-5227-403b-8260-57241a9a272f-1,The wasp's nest fell to the ground and the wasps started dying.,yes,B,The child should have learned a moral lesson from the wasps dying.,The child threw a rock at a wasp's nest and there were no wasps in the nest.,No,Yes,Explanation A
3e86d474-c6a0-4400-82fd-0ef719edf379-1,Jim's wife was ailing and could not accompany him.,no,A,Jim could not ignore his mom if he stayed home to care for her.,"Jim's wife was ailing and could not accompany him, so he stayed home to care for her.",No,Yes,Explanation B
35437912-20c3-4c95-9f71-8a19129884e5-1,Tim's phone died in the middle of his presentation.,no,B,Tim's phone died in the middle of his presentation.,The charger was not needed to finish the presentation.,Yes,No,Explanation A
b4f3c7fd-a604-435a-93fd-50520e183e55-1,Johnny threw his guitar at the crowd.,no,B,The cops would not shoot a guitar.,The cops would not shoot a punk rocker.,Yes,No,Explanation B
d854dce9-c080-4e3a-a983-2a8b37a70c05-1,I told him that getting married to his niece was illegal.,no,B,I told him that getting married to his niece was illegal. He agreed.,I am not a baby and I do not need a diaper changed.,No,Yes,Explanation A
d3a567ee-0860-440d-984d-6f296ddc423d-1,James found online alternatives for marketing.,no,B,Online marketing is not a good alternative to buying advertisements.,James is happy to pay the expense of buying advertisements.,No,No,Explanation A
2e41f1e7-165c-4f8b-9100-c2690401f2f0-1,They argued about whether parents could be considered heroes.,No,A,"Parents are paid for their heroism, so they are not society's heroes.","Parents are paid for their heroism, so they are not society's heroes.",No,No,Explanation B
8bd50b4c-581e-4d2c-b991-0a2a6e6520ef-1,Pat finally proposed marriage.,no,B,Lindsay said no to Pat's proposal.,Lindsay had been together for 10 years. Lindsay proposed to Pat at a restaurant. Lindsay said yes.,Yes,No,Explanation B
1e778fb4-f071-4851-bc73-82fbf6e33c44-1,Fred finished 3rd from last in his first marathon.,no,A,Fred's dad was proud of him even though he finished 3rd from last.,Fred's dad was proud of him for finishing a half marathon.,Yes,Yes,Explanation B
f17937ef-0251-4a80-a0c5-e6779805c21e2,Rick found a snake.,No,A,Rick went to a zoo because he hated camping.,Rick petted the snake happily because he loves snakes.,Yes,Yes,Explanation B
b067f68f-f925-485b-8d72-0a37706cf97c-1,Brody injured his knee and he went to a doctor office.,yes,A,Brody fell off his bike and broke his cranium.,Brody fell off his bike and he injured his knee.,Yes,Yes,Explanation B
885ab40f-f5db-4ef8-a3ba-687f7bb029cb-1,Then we decided to move to the country.,yes,B,The birds flew off because they were scared of the family.,The birds would not have flown off if they were in the city.,Yes,No,Explanation B
84249fb9-80ac-477e-9016-89ce6cd7b14a2,Bob helped Jane to find a contact.,no,A,"Bob was not generous, he was just helping Jane.","Bob was not her brother, he was her friend.",No,No,Explanation B
32211c52-e8bf-4b39-9bfe-ec6141f80a47-1,Keenan watched some comedy shows on television.,yes,B,Keenan watched some comedy shows on television. It was just what he needed.,A jelly bean is not a thing that can make you laugh.,Yes,No,Explanation A
06fc4da5-de21-4e96-a5a7-76d9546427e8-1,Lucy got on the train.,no,A,The train was broken down so Lucy could not leave the station.,Lucy was waiting for a train and got on the train.,Yes,Yes,Explanation B
193f9173-a9de-4101-a6e6-96da7b7365ef-1,Kelly still took her bicycle anyway.,no,A,Kelly was warned of wind speeds today before she went to school. Kelly still took her non-two-wheeler anyway. She could have gotten hurt and learned her lesson.,Kelly was warned of wind speeds today before she went to school. Kelly still took her bicycle anyway. She could have gotten hurt and learned her lesson.,Yes,Yes,Explanation B
3df7f464-b071-476b-843a-ad708224316b-1,Lucy was being careless.,no,A,"Lucy was making the biscuits for dinner by herself. Lucy was trying to put them in the oven. Lucy moved slowly, but she burned her arm on the oven door.",Lucy was not being careless if she moved slowly.,Yes,No,Explanation B
caaeb42b-6ef3-4523-a758-0796475fd746-1,Jordan bought a lot of candles.,yes,A,A coat is not a candle.,Jordan loves vanilla scented candles but she doesn't burn it every day.,No,Yes,Explanation B
8ec15d43-6ae9-495f-99ca-a76f776e7695-1,The little stone house she had envisioned had big gaps.,no,A,"Becky's friends have a rock collection, but she is not collecting rocks.",Becky wanted to impress her pals. The little stone house she had envisioned had big gaps. She walked along the road picking up rocks to fill the spaces.,Yes,Yes,Explanation B
cdbdae8f-03ce-4835-aabc-7d6694204e4b-1,Rita got a present for her mom.,yes,B,Rita's mother thanked her for being thoughtful.,Rita's mom took her to her favorite restaurant for breakfast.,Yes,Yes,Explanation A
b42168ef-7492-408e-a8a7-1cced17b9512-1,He went to a massage therapist and liked it.,No,A,Craig had troubles with his spine. He went to a massage therapist and liked it. Craig now goes there at least once a week.,Craig had troubles with his spine. He made an appointment with a neurosurgeon. Craig now goes there at least once a week.,Yes,Yes,Explanation A
c9e0ad92-16a3-4721-b221-bc7a7ea721952,The team made the winning touchdown.,yes,B,The crowd applauded wildly because the team had worked hard all season.,The football team had worked hard all season and won only the last game to go undefeated for the season.,Yes,No,Explanation A
4fe38f87-15d1-4039-a76a-0001ab7180ba-1,B.,yes,B,"Jill's mom did not have her birth mom's number, so she could not be Jill's real mom.","Jill's mom gave her her real mom's number, so she must have been her real mom.",No,Yes,Explanation A
bb074ec5-dc10-4ca3-8cc0-500019d7a5ba-1,the budget was very low to buy an expensive one.,no,B,The budget was very low to buy an expensive one. But we decided on a Mac because we thought it was best.,We can't get a laptop at a resort.,No,No,Explanation A
14791a39-5879-4cc8-91ef-ce366e93bdc61,I decided to leave it alone.,"No, because if you leave it alone, it will continue to work.",A,I was unsuccessful because I did not fix the mouse.,Cleaning a mouse is not a good idea.,No,No,Explanation A
7ed61df8-cd66-491a-9466-046f5994c4c3-1,She didn't pay attention to the color of paint she dipped her paintbrush in and began painting again.,no,A,Emily used a lot of red paint so she could not have ruined it with a huge stroke of white.,Emily was working on a painting. She didn't pay attention to the color of paint she dipped her paintbrush in and began painting again. She had ruined her painting with a huge stroke of white.,No,Yes,Explanation B
6aa302f5-f690-41b4-a91e-ff4ca5526dad-1,The balloon was punctured and fell.,Yes.,A,The man was flying a hot air balloon and was high up. He lowered the balloon right before the helium blower stopped. He crawled out out the basket and was glad to be alive.,The man was glad to be alive because he was alive.,Yes,Yes,Explanation B
2e93f0cb-6955-46b0-a12f-458901532c08-1,Karen decided to make Chinese food for dinner.,no,A,Karen wanted to go to a cheap restaurant but his parents loved Chinese food most of all.,Karen's in-laws did not like Chinese food.,No,Yes,Explanation A
07d077be-6bd2-4deb-b13b-60b75365473a-1,JoAnne ran into her estranged sister.,no,A,JoAnne would not take the day off work if she was on her way to work.,JoAnne could not get to work on time if she took the entire day off work.,Yes,Yes,Explanation A
ccb4ad57-5f35-495c-887e-b94243db7c35-1,Jenny got hurt but the doctor fixed her.,yes,A,Jenny was not in the hospital when she walked back in.,Jenny was driving down the road when suddenly another car hit her.,No,Yes,Explanation B
a473186c-ffde-4b02-bfed-88205d40aa08-1,She accidentally spilled her drink in the airport.,no,B,"Frannie was on a flight. Frannie had to use the puke bag because of nausea. Luckily, the attendants helped her to clean up.","Frannie was on a flight. She accidentally spilled her drink in the airport. Luckily, the attendants helped her to clean up.",Yes,Yes,Explanation A
ecb1b244-9245-4c6d-a0d0-ea7a2c796589-1,Amy found some cash on the ground and picked it up.,no,B,Amy would have to return the cash to the person who dropped it.,Amy found money in her pocket but she didn't see anyone go in the store.,No,No,Explanation B
28c1058a-5923-4a6a-86e1-7813922e271d-1,He met a boy at a party and he talked Michael into stealing a car.,No,B,Michael needed a new friend. He met a boy at a party and he talked Michael into stealing a car. Michael regretted ever meeting him.,"Michael regretted meeting the woman, not the man.",Yes,No,Explanation A
eec681d4-5db0-454b-9c4b-581abd631902-1,Bob was excited to go out and build a snowman.,yes,A,The snowman would have melted anyways.,The forecast called for warmer temps so it was not the first snow of the winter.,No,No,Explanation A
a0e28d0b-f3ad-4bf7-bfbb-e5c1446148e7-1,He couldn't afford the rent.,no,B,Charles had a job making sixteen dollars per hour when he moved in.,Charles had a job making sixteen dollars per hour when he moved in.,Yes,Yes,Explanation B
829ba485-874b-4421-a44d-fbf657e7ccc9-1,Sal was really hungry.,Sal grew corn in his field. Sal was really hungry.,A,Sal would not have made his own popcorn if he trashed it.,Sal grew corn in his field but he had not made his own popcorn.,Yes,Yes,Explanation A
c53cf763-722c-40f7-b177-08811eb55fcb-1,My sister came over and I was kicked out.,"No, I was kicked out because my sister came over.",A,I was kicked out of my aunt and uncle's house.,My grandfather decided to marry her childhood sweetheart. She moved in with him and I moved in with my grandparents.,Yes,No,Explanation B
851fc250-1bed-47ea-8ef3-60a95053ca16-1,Lucy received a gift card as a gift.,no,A,Lucy needed a new case but she didn't receive a gift card.,Lucy needed a new case. Lucy found a pretty case at the local store. She couldn't have been happier.,No,Yes,Explanation B
cde1252f-f3a0-4581-ba60-14b2a794f20a-1,"Sheila spared no expense when she planned her wedding, buying only the most lavish decorations and food.",no,B,Sheila was determined to have the wedding of her dreams.,The wedding of her dreams would not be at the town hall.,Yes,Yes,Explanation B
94e24b1f-a120-4f54-a4ce-0fdc43070ff7-1,Joe got into a bike accident.,no,A,"Joe was not driving a car, he was riding a bike.","Joey was not driving, he was riding in the back seat.",No,Yes,Explanation B
04dad9be-d5b7-4171-a3d6-a1942147bc47-1,Sue looked outside for her ring.,yes,A,Sue had lost her wedding ring. Sue looked outside for her ring.,Sue's ex boyfriend had not seen the ring.,Yes,No,Explanation A
e44c9a8a-94bd-4c2e-9d50-97fe07c060ed-1,She had the time of her life!.,No,B,Ariana had a great time in Miami and she couldn't wait to go back.,Ariana would not be in the mountains if she was in Miami.,Yes,Yes,Explanation A
309811d9-8b8f-4bdc-97d8-59d7be4bf5e7-1,Another dog was sleeping.,"No, because if the dog was sleeping it would not be at the park.",B,The dog was barking because he was a stray.,The dog was sleeping so he was not restrained.,No,Yes,Explanation A
7e4b3080-dade-4f76-b5ca-582bbd3d2517-1,They hadn't been home in years.,no,A,Gina and her family were going home. They hadn't been home in years. It was odd to see those buildings on the same block.,Gina and her family lived on the same block.,Yes,Yes,Explanation B
73d5cd76-f7fe-46d9-8b56-e1ee3431e7a4-1,Tom and Jerry got home safely.,no,B,Tom and Jerry were riding their bikes. Tom and Jerry's tires popped and they walked home. It was a horrible 3 hours for them.,It was not horrible for Tom and Jerry to get home safely.,Yes,No,Explanation A
dfd78fb7-241e-4e4d-a80f-46ba8727fe20-1,She couldn't find the keys anywhere.,yes,A,She could not find them forever because she had them.,Marya had misplaced her house keys. She couldn't find the keys anywhere. Behind her were her keys on the braided rug.,No,Yes,Explanation B
7045c09d-485b-40a7-a8b7-442d7d4fa9fb-1,The chicken got burned.,No,A,The chicken was delicious so it must have been good.,"If it was delicious, they would not mind that they forgot to stuff it with bread.",Yes,No,Explanation A
3ac26be6-c668-4eb5-900f-86351eea0b08-1,She couldn't find her phone.,No,A,The dog could not have taken the coffee mug outside.,The dog would not take the phone outside.,No,No,Explanation A
e0105d64-5710-45ef-9ab6-12c3f3614417-1,The waiter misspelled the special entree.,no,A,The guest should have asked the waiter to spell it correctly.,The guest would have noticed the misspelling and would have walked away.,No,No,Explanation A
00da6576-4444-477a-b2b6-f3936ce8e963-1,The waiter brought the wrong food twice and didn't apologize.,no,B,The waiter brought the wrong food twice and didn't apologize. She did not leave a tip and never wanted to return.,Kelly could not have found rats in her house if she went out to eat.,Yes,Yes,Explanation A
c232b7d7-2e19-403b-b8f6-48ff1b0ee67c-1,Stephanie went to work at the local newspaper.,no,A,Stephanie's crew did not know it was her birthday.,Stephanie always wanted to get the best scoop. Stephanie went to work at the local newspaper. Her crew found out it was her birthday and offered her a big scoop.,No,Yes,Explanation B
4ba92854-6822-4f71-82b1-cd43aeb54d4b-1,she needed to get a new photo taken for her passport.,no,B,Tanya went to the barber for a haircut and picked out an outfit.,Tanya is a girl and she went to the barber for a haircut.,Yes,No,Explanation A
8444b0dc-60d7-4e95-9c62-7a47ef12ef46-1,She urinated in her pants on the playground.,No,A,"Gina had been bullied during recess. Gina made new friends with different hair colors. She knew that was why she had been the victim, and not the new boy",She was bullied because she urinated in her pants on the playground.,Yes,Yes,Explanation B
f4d5db55-fcc9-46ee-8abe-8af883b2f5c9-1,Matt joined the Army.,yes,B,Matt was shot and killed in an attempt to save the day.,Matt was too afraid to step in when he saw a crime being committed.,No,Yes,Explanation A
3cb11099-3cb1-4ccf-8956-e47d9ce9740e-1,"Her coworkers were welcoming, and her work was easy.",no,A,"Hannah's coworkers were welcoming, and her work was easy. Hannah decided she loved her new job.",Hannah had a great first day and decided she loved her new job.,Yes,Yes,Explanation B
7481c81f-3160-4ea3-a034-2bc2e89d6f2e-1,Steve became a pilot.,yes,B,Steve became a pilot because he wanted to fly planes.,"Steve signed up to be a flying passenger, not to fly planes.",Yes,No,Explanation A
0ffedc8a-9a29-4003-8029-9930f53fb45c-1,Everyone in the class had fun.,"No, because everyone in the class had fun.",B,Katie's class took a trip to the zoo today. Everyone in the class had fun. The trip to the zoo was a success and Katie can't wait to go back.,The trip to the zoo was a success because no one was killed.,Yes,No,Explanation A
db05c29a-9aed-4b8e-a38e-82667340eb17-1,Charlie caught a cold one day.,no,B,Charlie was a horse and could not be treated by medicine.,Sandra could not use medicine to help Charlie because she was not a horse.,No,No,Explanation B
d46e5bd9-8a43-4670-b8c7-fe56f59cceae1,Lina got very sick from the fried donuts.,no,A,Lina would not hate donuts if she burned them.,Lina got sick from the fried donuts but she didn't hate donuts.,No,Yes,Explanation A
76f66eea-eb60-434d-842d-68568348fbd4-1,A nice lady felt bad for the dog.,No,B,The dog was not a stray.,She could not find a dumpster so she took the dog home.,No,No,Explanation A
9f343476-a847-42a2-aa75-b9a7563b6476-1,She invited her friends to a movie.,No,B,Lulu's friends were not bored.,Lulu's friends would not like to go to the vet.,Yes,No,Explanation A
dab6e355-b513-475d-b3ae-41a1bcc99e60-1,Joan stuffed change in her purse.,no,B,Joan was impatient with the line at airport security.,Joan was impatient with the line at airport security. Joan was so excited she licked the coin donation machine near the line. She watched embarrassed as a mountain of coins was dumped out.,Yes,Yes,Explanation B
f610b1ac-e5e1-46f9-85e6-ac6d2688b720-1,Everyone in class failed the test except for Mike.,no,A,Mike studied for the test and passed it.,"Mike was an excellent student, so he should have studied for the test.",Yes,Yes,Explanation B
b2df254f-fc49-4490-9f7d-bf75a7bd63a2-1,Stacy gave her mom a used motorized wheelchair she bought.,yes,A,Stacy's mom couldn't drive and she couldn't drive her everywhere she needed to go.,Stacy's mom had broke her leg in a fall. Stacy gave her mom a used motorized wheelchair she bought. Stacy felt better now since she'd helped her mom in some small way.,Yes,Yes,Explanation B
6e8b15d2-09c4-45f3-b854-9fa795c243e0-1,Lucy liked some shoes but grandma bought her other shoes.,no,B,Lucy's grandma bought her other shoes because she didn't like the shoes Lucy liked.,"Lucy's favorite shoe store was out of business, so she couldn't pick her own shoes.",Yes,Yes,Explanation A
8d0401c3-75cc-40f9-b2be-0135cb9f13e5-1,Mike's fans were upset that he stopped writing.,no,B,"Mike was a successful writer, but had gotten sick of writing. Mike decided to go back to writing, and said sorry to his fans.","Mike was sick of writing, so he stopped writing.",No,Yes,Explanation A
bba42c7f-d738-4af9-8959-ae1ab4a99ccd-1,Dan organized the dishes by size.,no,B,The dishes were organized by size so it was easy to clear them.,The dishes were dirty and he was in despair.,Yes,Yes,Explanation B
867de6bd-f5f2-49d2-b000-8a3d0049dbbb-1,A woman did not like that America was involved in the war.,no,B,The woman was glad to be at the protesters because she did not like America being involved in the Vietnam War.,America was glad to be there because she was winning the war.,Yes,No,Explanation A
d4a1b33c-7acb-4931-8d4e-cde40c89bdf0-1,Sal said a bad joke and nobody laughed.,no,B,"Sal said a bad joke and nobody laughed. Sal tried to think of a witty retort, but failed.","Sal told one of the funniest jokes ever, so he should have a witty retort.",Yes,No,Explanation A
1884c64f-13f9-439c-93e0-96668712be36-1,"Jerry broke a guitar string on stage, but had a spare guitar.",yes,A,Jerry could not play with a guitar pick because it is not a guitar string.,"Jerry was an award winning guitar player. Jerry broke a guitar string on stage, but had a spare guitar. Jerry continued playing the show with a replacement guitar.",No,Yes,Explanation B
f8a623b4-a19c-4176-a576-2fda8da9d6161,The teacher pushed her and helped her to exceed.,no,B,The teacher pushed her and helped her to exceed. She was very happy with the teacher.,Annie was the top gymnast in her class. Annie took private lessons from her aunt. She was very happy with the teacher.,Yes,Yes,Explanation A
394d3aa0-1426-41a0-8494-925dfb385eb3-1,The firefighters raced to their fire trucks and drove off.,yes,B,The alarm bell rang in the firehouse. The firefighters raced to their fire trucks and drove off. The fire trucks raced towards the fire.,The fire trucks were not down the street.,Yes,No,Explanation A
4d9566bd-0380-4b10-aabe-48ce3386297b-1,The police officer told Ana she needed to report the crime.,Yes.,B,The police officer told Ana she needed to report the crime. Ana went and testified.,Ana testified because she wanted to protect the police.,Yes,No,Explanation A
6e85099b-6686-4fca-a81a-bbf17f40c09e2,She wanted to hang out with friends. She did not want to burden people to buy gifts.,no,B,She is happy no one gave her gifts because she did not want to burden people to buy gifts.,She is happy because she did not get gifts.,No,No,Explanation A
ea50900c-b9d5-4fa8-aa84-1b55c92e8cdc-1,It started to rain.,no,A,The barbecue could not be held inside the house because it was raining.,The barbecue was ruined by the rain.,Yes,Yes,Explanation B
d9b2cee5-9e17-4912-ba1d-599362a29e5e-1,Jason's girlfriend decided she wanted to grow a beard.,no,A,Jason's girlfriend wants him to grow a beard but she doesn't want to grow a beard herself.,Jason's girlfriend wants him to grow a beard. Jason grew a goatee instead. Both Jason and his girlfriend are happy.,Yes,Yes,Explanation B
d9abe3bd-ce7b-4607-97da-b276e90864b4-1,The father made the family a big meal.,no,A,"The father made the family a big meal, but she did the dishes.",The family gathered together at the end of a long day.,No,Yes,Explanation B
